Subject,Description,Service,Impact,Status
Postgres slow query optimization needed for EXT-8411,Batch imported ticket for Postgres slow query optimization needed for EXT-8411. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-8411. User IP: 39.104.148.53,database,Critical,in_progress
Postgres slow query optimization needed for EXT-8149,Batch imported ticket for Postgres slow query optimization needed for EXT-8149. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-8149. User IP: 167.60.112.226,database,Critical,open
Password reset requested for executive account EXT-8598,Batch imported ticket for Password reset requested for executive account EXT-8598. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-8598. User IP: 94.216.232.30,access,Critical,in_progress
API Latency increased for /v1/products/list - EXT-8379,Batch imported ticket for API Latency increased for /v1/products/list - EXT-8379. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-8379. User IP: 226.85.169.152,application,Critical,open
Connection pool exhaustion on microservice EXT-8955,Batch imported ticket for Connection pool exhaustion on microservice EXT-8955. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-8955. User IP: 160.168.87.123,database,Low,resolved
Connection pool exhaustion on microservice EXT-8121,Batch imported ticket for Connection pool exhaustion on microservice EXT-8121. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-8121. User IP: 60.85.19.237,database,Critical,open
Unusual login activity detected for account EXT-8104,Batch imported ticket for Unusual login activity detected for account EXT-8104. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-8104. User IP: 124.205.233.8,security,Low,resolved
Wireless AP EXT-8243 offline in South Wing,Batch imported ticket for Wireless AP EXT-8243 offline in South Wing. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-8243. User IP: 103.26.44.155,network,High,in_progress
Database backup failure for instance EXT-8473 on S3,Batch imported ticket for Database backup failure for instance EXT-8473 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-8473. User IP: 19.149.87.12,database,Low,in_progress
Load Balancer EXT-8266 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-8266 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-8266. User IP: 36.108.88.64,infrastructure,High,in_progress
Wireless AP EXT-8344 offline in South Wing,Batch imported ticket for Wireless AP EXT-8344 offline in South Wing. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-8344. User IP: 27.202.125.114,network,Critical,resolved
Role-based access change request for team EXT-8185,Batch imported ticket for Role-based access change request for team EXT-8185. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-8185. User IP: 85.31.145.40,access,Critical,in_progress
Postgres slow query optimization needed for EXT-8169,Batch imported ticket for Postgres slow query optimization needed for EXT-8169. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-8169. User IP: 27.217.169.221,database,Medium,in_progress
Role-based access change request for team EXT-8373,Batch imported ticket for Role-based access change request for team EXT-8373. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-8373. User IP: 212.106.139.25,access,Low,in_progress
Disk space low (95%) on shared drive EXT-8862,Batch imported ticket for Disk space low (95%) on shared drive EXT-8862. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-8862. User IP: 146.215.169.205,storage,Low,open
Database backup failure for instance EXT-8422 on S3,Batch imported ticket for Database backup failure for instance EXT-8422 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-8422. User IP: 205.138.6.171,database,High,resolved
API Latency increased for /v1/products/list - EXT-8393,Batch imported ticket for API Latency increased for /v1/products/list - EXT-8393. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-8393. User IP: 65.157.108.66,application,Critical,in_progress
Load Balancer EXT-8420 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-8420 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-8420. User IP: 240.148.114.15,infrastructure,Low,in_progress
Role-based access change request for team EXT-8228,Batch imported ticket for Role-based access change request for team EXT-8228. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-8228. User IP: 118.166.43.220,access,Critical,resolved
API Latency increased for /v1/products/list - EXT-8227,Batch imported ticket for API Latency increased for /v1/products/list - EXT-8227. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-8227. User IP: 133.234.110.164,application,Medium,in_progress
Disk space low (95%) on shared drive EXT-8953,Batch imported ticket for Disk space low (95%) on shared drive EXT-8953. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-8953. User IP: 58.217.181.90,storage,Low,in_progress
Postgres slow query optimization needed for EXT-8951,Batch imported ticket for Postgres slow query optimization needed for EXT-8951. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-8951. User IP: 128.218.234.56,database,Medium,open
Payment gateway 500 status on /checkout/EXT-8402,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-8402. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-8402. User IP: 131.112.138.133,application,Critical,in_progress
EFS mount failure on instance EXT-8132,Batch imported ticket for EFS mount failure on instance EXT-8132. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-8132. User IP: 117.109.4.218,storage,Critical,open
API Latency increased for /v1/products/list - EXT-8968,Batch imported ticket for API Latency increased for /v1/products/list - EXT-8968. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-8968. User IP: 130.130.9.239,application,High,in_progress
S3 bucket EXT-8615 access denied for service role,Batch imported ticket for S3 bucket EXT-8615 access denied for service role. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-8615. User IP: 117.33.166.108,storage,Medium,resolved
Disk space low (95%) on shared drive EXT-8514,Batch imported ticket for Disk space low (95%) on shared drive EXT-8514. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-8514. User IP: 230.5.67.66,storage,Low,resolved
User session timeout issue on mobile app version EXT-8243,Batch imported ticket for User session timeout issue on mobile app version EXT-8243. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-8243. User IP: 76.152.218.234,application,Critical,resolved
Payment gateway 500 status on /checkout/EXT-8339,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-8339. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-8339. User IP: 141.196.146.22,application,Critical,open
Wireless AP EXT-8116 offline in South Wing,Batch imported ticket for Wireless AP EXT-8116 offline in South Wing. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-8116. User IP: 2.15.245.184,network,Medium,resolved
VPN tunnel EXT-8241 status changed to Down,Batch imported ticket for VPN tunnel EXT-8241 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-8241. User IP: 244.223.200.23,network,Medium,resolved
Credential stuffing attempt blocked on IP range EXT-8983.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-8983.0.0/16. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-8983. User IP: 75.18.74.108,security,High,in_progress
